日付,時刻,始値,高値,安値,終値,出来高,売買代金
2017-06-19,15:00,1047.00,1047.00,1047.00,1047.00,1200,1256400
2017-06-19,14:55,1047.00,1047.00,1047.00,1047.00,1200,1256400
2017-06-19,14:50,1048.00,1048.00,1047.00,1047.00,300,314200
2017-06-19,14:45,,,,,0,0
2017-06-19,14:40,1049.00,1049.00,1049.00,1049.00,100,104900
2017-06-19,14:35,1048.00,1048.00,1048.00,1048.00,300,314400
2017-06-19,14:30,,,,,0,0
2017-06-19,14:25,,,,,0,0
2017-06-19,14:20,,,,,0,0
2017-06-19,14:15,,,,,0,0
2017-06-19,14:10,,,,,0,0
2017-06-19,14:05,,,,,0,0
2017-06-19,14:00,,,,,0,0
2017-06-19,13:55,,,,,0,0
2017-06-19,13:50,,,,,0,0
2017-06-19,13:45,,,,,0,0
2017-06-19,13:40,,,,,0,0
2017-06-19,13:35,,,,,0,0
2017-06-19,13:30,,,,,0,0
2017-06-19,13:25,,,,,0,0
2017-06-19,13:20,,,,,0,0
2017-06-19,13:15,,,,,0,0
2017-06-19,13:10,,,,,0,0
2017-06-19,13:05,,,,,0,0
2017-06-19,13:00,,,,,0,0
2017-06-19,12:55,,,,,0,0
2017-06-19,12:50,,,,,0,0
2017-06-19,12:45,,,,,0,0
2017-06-19,12:40,1042.00,1049.00,1042.00,1049.00,1100,1146900
2017-06-19,12:35,,,,,0,0
2017-06-19,12:30,,,,,0,0
2017-06-19,12:25,,,,,0,0
2017-06-19,12:20,,,,,0,0
2017-06-19,12:15,,,,,0,0
2017-06-19,12:10,,,,,0,0
2017-06-19,12:05,,,,,0,0
2017-06-19,12:00,,,,,0,0
2017-06-19,11:55,,,,,0,0
2017-06-19,11:50,,,,,0,0
2017-06-19,11:45,,,,,0,0
2017-06-19,11:40,,,,,0,0
2017-06-19,11:35,,,,,0,0
2017-06-19,11:30,,,,,0,0
2017-06-19,11:25,1045.00,1045.00,1045.00,1045.00,100,104500
2017-06-19,11:20,,,,,0,0
2017-06-19,11:15,,,,,0,0
2017-06-19,11:10,,,,,0,0
2017-06-19,11:05,1045.00,1045.00,1045.00,1045.00,200,209000
2017-06-19,11:00,,,,,0,0
2017-06-19,10:55,,,,,0,0
2017-06-19,10:50,,,,,0,0
2017-06-19,10:45,,,,,0,0
2017-06-19,10:40,,,,,0,0
2017-06-19,10:35,,,,,0,0
2017-06-19,10:30,1045.00,1046.00,1045.00,1046.00,200,209100
2017-06-19,10:25,,,,,0,0
2017-06-19,10:20,,,,,0,0
2017-06-19,10:15,,,,,0,0
2017-06-19,10:10,,,,,0,0
2017-06-19,10:05,1048.00,1048.00,1045.00,1045.00,700,733200
2017-06-19,10:00,,,,,0,0
2017-06-19,09:55,,,,,0,0
2017-06-19,09:50,,,,,0,0
2017-06-19,09:45,1048.00,1049.00,1048.00,1049.00,200,209700
2017-06-19,09:40,1047.00,1047.00,1047.00,1047.00,100,104700
2017-06-19,09:35,,,,,0,0
2017-06-19,09:30,,,,,0,0
2017-06-19,09:25,,,,,0,0
2017-06-19,09:20,,,,,0,0
2017-06-19,09:15,1045.00,1045.00,1043.00,1043.00,200,208800
2017-06-19,09:10,,,,,0,0
2017-06-19,09:05,1045.00,1045.00,1045.00,1045.00,200,209000
2017-06-19,09:00,1040.00,1040.00,1040.00,1040.00,900,936000
