日付,時刻,始値,高値,安値,終値,出来高,売買代金
2017-06-19,15:00,168.00,168.00,168.00,168.00,1000,168000
2017-06-19,14:55,168.00,168.00,168.00,168.00,100,16800
2017-06-19,14:50,,,,,0,0
2017-06-19,14:45,,,,,0,0
2017-06-19,14:40,,,,,0,0
2017-06-19,14:35,167.00,167.00,167.00,167.00,300,50100
2017-06-19,14:30,,,,,0,0
2017-06-19,14:25,,,,,0,0
2017-06-19,14:20,167.00,167.00,167.00,167.00,200,33400
2017-06-19,14:15,,,,,0,0
2017-06-19,14:10,,,,,0,0
2017-06-19,14:05,166.00,166.00,166.00,166.00,100,16600
2017-06-19,14:00,,,,,0,0
2017-06-19,13:55,,,,,0,0
2017-06-19,13:50,,,,,0,0
2017-06-19,13:45,,,,,0,0
2017-06-19,13:40,,,,,0,0
2017-06-19,13:35,,,,,0,0
2017-06-19,13:30,,,,,0,0
2017-06-19,13:25,,,,,0,0
2017-06-19,13:20,,,,,0,0
2017-06-19,13:15,,,,,0,0
2017-06-19,13:10,167.00,167.00,167.00,167.00,100,16700
2017-06-19,13:05,167.00,167.00,167.00,167.00,100,16700
2017-06-19,13:00,167.00,167.00,166.00,166.00,1000,166300
2017-06-19,12:55,,,,,0,0
2017-06-19,12:50,168.00,168.00,168.00,168.00,500,84000
2017-06-19,12:45,,,,,0,0
2017-06-19,12:40,,,,,0,0
2017-06-19,12:35,168.00,168.00,167.00,167.00,500,83600
2017-06-19,12:30,167.00,167.00,167.00,167.00,400,66800
2017-06-19,12:25,,,,,0,0
2017-06-19,12:20,,,,,0,0
2017-06-19,12:15,,,,,0,0
2017-06-19,12:10,,,,,0,0
2017-06-19,12:05,,,,,0,0
2017-06-19,12:00,,,,,0,0
2017-06-19,11:55,,,,,0,0
2017-06-19,11:50,,,,,0,0
2017-06-19,11:45,,,,,0,0
2017-06-19,11:40,,,,,0,0
2017-06-19,11:35,,,,,0,0
2017-06-19,11:30,,,,,0,0
2017-06-19,11:25,,,,,0,0
2017-06-19,11:20,168.00,168.00,166.00,166.00,700,116400
2017-06-19,11:15,,,,,0,0
2017-06-19,11:10,,,,,0,0
2017-06-19,11:05,,,,,0,0
2017-06-19,11:00,,,,,0,0
2017-06-19,10:55,,,,,0,0
2017-06-19,10:50,167.00,167.00,167.00,167.00,2000,334000
2017-06-19,10:45,,,,,0,0
2017-06-19,10:40,,,,,0,0
2017-06-19,10:35,167.00,167.00,167.00,167.00,100,16700
2017-06-19,10:30,,,,,0,0
2017-06-19,10:25,,,,,0,0
2017-06-19,10:20,,,,,0,0
2017-06-19,10:15,,,,,0,0
2017-06-19,10:10,,,,,0,0
2017-06-19,10:05,,,,,0,0
2017-06-19,10:00,167.00,167.00,167.00,167.00,1100,183700
2017-06-19,09:55,,,,,0,0
2017-06-19,09:50,,,,,0,0
2017-06-19,09:45,,,,,0,0
2017-06-19,09:40,,,,,0,0
2017-06-19,09:35,,,,,0,0
2017-06-19,09:30,167.00,167.00,167.00,167.00,100,16700
2017-06-19,09:25,,,,,0,0
2017-06-19,09:20,167.00,167.00,167.00,167.00,1700,283900
2017-06-19,09:15,,,,,0,0
2017-06-19,09:10,,,,,0,0
2017-06-19,09:05,167.00,167.00,167.00,167.00,100,16700
2017-06-19,09:00,167.00,167.00,167.00,167.00,2100,350700
