日付,時刻,始値,高値,安値,終値,出来高,売買代金
2017-06-19,15:00,1134.00,1134.00,1134.00,1134.00,400,453600
2017-06-19,14:55,1140.00,1140.00,1140.00,1140.00,100,114000
2017-06-19,14:50,,,,,0,0
2017-06-19,14:45,,,,,0,0
2017-06-19,14:40,,,,,0,0
2017-06-19,14:35,,,,,0,0
2017-06-19,14:30,1137.00,1137.00,1137.00,1137.00,100,113700
2017-06-19,14:25,,,,,0,0
2017-06-19,14:20,1140.00,1140.00,1140.00,1140.00,100,114000
2017-06-19,14:15,,,,,0,0
2017-06-19,14:10,,,,,0,0
2017-06-19,14:05,,,,,0,0
2017-06-19,14:00,,,,,0,0
2017-06-19,13:55,,,,,0,0
2017-06-19,13:50,1139.00,1140.00,1139.00,1140.00,500,569900
2017-06-19,13:45,1139.00,1139.00,1139.00,1139.00,100,113900
2017-06-19,13:40,,,,,0,0
2017-06-19,13:35,1140.00,1140.00,1140.00,1140.00,100,114000
2017-06-19,13:30,,,,,0,0
2017-06-19,13:25,1137.00,1137.00,1137.00,1137.00,100,113700
2017-06-19,13:20,,,,,0,0
2017-06-19,13:15,,,,,0,0
2017-06-19,13:10,,,,,0,0
2017-06-19,13:05,,,,,0,0
2017-06-19,13:00,,,,,0,0
2017-06-19,12:55,,,,,0,0
2017-06-19,12:50,,,,,0,0
2017-06-19,12:45,,,,,0,0
2017-06-19,12:40,,,,,0,0
2017-06-19,12:35,1138.00,1138.00,1138.00,1138.00,100,113800
2017-06-19,12:30,1140.00,1140.00,1140.00,1140.00,1100,1254000
2017-06-19,12:25,,,,,0,0
2017-06-19,12:20,,,,,0,0
2017-06-19,12:15,,,,,0,0
2017-06-19,12:10,,,,,0,0
2017-06-19,12:05,,,,,0,0
2017-06-19,12:00,,,,,0,0
2017-06-19,11:55,,,,,0,0
2017-06-19,11:50,,,,,0,0
2017-06-19,11:45,,,,,0,0
2017-06-19,11:40,,,,,0,0
2017-06-19,11:35,,,,,0,0
2017-06-19,11:30,,,,,0,0
2017-06-19,11:25,,,,,0,0
2017-06-19,11:20,,,,,0,0
2017-06-19,11:15,,,,,0,0
2017-06-19,11:10,1151.00,1151.00,1151.00,1151.00,100,115100
2017-06-19,11:05,,,,,0,0
2017-06-19,11:00,,,,,0,0
2017-06-19,10:55,,,,,0,0
2017-06-19,10:50,,,,,0,0
2017-06-19,10:45,,,,,0,0
2017-06-19,10:40,,,,,0,0
2017-06-19,10:35,1152.00,1152.00,1152.00,1152.00,100,115200
2017-06-19,10:30,,,,,0,0
2017-06-19,10:25,,,,,0,0
2017-06-19,10:20,,,,,0,0
2017-06-19,10:15,,,,,0,0
2017-06-19,10:10,,,,,0,0
2017-06-19,10:05,,,,,0,0
2017-06-19,10:00,1151.00,1151.00,1141.00,1141.00,800,914400
2017-06-19,09:55,,,,,0,0
2017-06-19,09:50,1150.00,1152.00,1150.00,1152.00,300,345200
2017-06-19,09:45,,,,,0,0
2017-06-19,09:40,,,,,0,0
2017-06-19,09:35,,,,,0,0
2017-06-19,09:30,,,,,0,0
2017-06-19,09:25,,,,,0,0
2017-06-19,09:20,,,,,0,0
2017-06-19,09:15,1141.00,1141.00,1141.00,1141.00,300,342300
2017-06-19,09:10,,,,,0,0
2017-06-19,09:05,,,,,0,0
2017-06-19,09:00,1138.00,1153.00,1135.00,1153.00,2000,2285400
