日付,時刻,始値,高値,安値,終値,出来高,売買代金
2017-06-19,15:00,335.00,335.00,335.00,335.00,100,33500
2017-06-19,14:55,,,,,0,0
2017-06-19,14:50,,,,,0,0
2017-06-19,14:45,,,,,0,0
2017-06-19,14:40,,,,,0,0
2017-06-19,14:35,,,,,0,0
2017-06-19,14:30,333.00,333.00,333.00,333.00,200,66600
2017-06-19,14:25,334.00,335.00,334.00,335.00,200,66900
2017-06-19,14:20,,,,,0,0
2017-06-19,14:15,,,,,0,0
2017-06-19,14:10,,,,,0,0
2017-06-19,14:05,,,,,0,0
2017-06-19,14:00,,,,,0,0
2017-06-19,13:55,,,,,0,0
2017-06-19,13:50,334.00,334.00,334.00,334.00,400,133600
2017-06-19,13:45,,,,,0,0
2017-06-19,13:40,,,,,0,0
2017-06-19,13:35,,,,,0,0
2017-06-19,13:30,,,,,0,0
2017-06-19,13:25,,,,,0,0
2017-06-19,13:20,,,,,0,0
2017-06-19,13:15,332.00,334.00,331.00,334.00,600,199300
2017-06-19,13:10,,,,,0,0
2017-06-19,13:05,333.00,333.00,333.00,333.00,500,166500
2017-06-19,13:00,334.00,334.00,334.00,334.00,100,33400
2017-06-19,12:55,,,,,0,0
2017-06-19,12:50,,,,,0,0
2017-06-19,12:45,333.00,333.00,333.00,333.00,500,166500
2017-06-19,12:40,,,,,0,0
2017-06-19,12:35,335.00,335.00,335.00,335.00,100,33500
2017-06-19,12:30,334.00,334.00,333.00,333.00,300,100100
2017-06-19,12:25,,,,,0,0
2017-06-19,12:20,,,,,0,0
2017-06-19,12:15,,,,,0,0
2017-06-19,12:10,,,,,0,0
2017-06-19,12:05,,,,,0,0
2017-06-19,12:00,,,,,0,0
2017-06-19,11:55,,,,,0,0
2017-06-19,11:50,,,,,0,0
2017-06-19,11:45,,,,,0,0
2017-06-19,11:40,,,,,0,0
2017-06-19,11:35,,,,,0,0
2017-06-19,11:30,,,,,0,0
2017-06-19,11:25,334.00,334.00,334.00,334.00,100,33400
2017-06-19,11:20,,,,,0,0
2017-06-19,11:15,,,,,0,0
2017-06-19,11:10,334.00,334.00,334.00,334.00,500,167000
2017-06-19,11:05,,,,,0,0
2017-06-19,11:00,334.00,334.00,334.00,334.00,500,167000
2017-06-19,10:55,,,,,0,0
2017-06-19,10:50,335.00,335.00,335.00,335.00,100,33500
2017-06-19,10:45,,,,,0,0
2017-06-19,10:40,335.00,335.00,335.00,335.00,100,33500
2017-06-19,10:35,,,,,0,0
2017-06-19,10:30,334.00,334.00,334.00,334.00,1000,334000
2017-06-19,10:25,,,,,0,0
2017-06-19,10:20,,,,,0,0
2017-06-19,10:15,,,,,0,0
2017-06-19,10:10,,,,,0,0
2017-06-19,10:05,,,,,0,0
2017-06-19,10:00,335.00,335.00,335.00,335.00,100,33500
2017-06-19,09:55,,,,,0,0
2017-06-19,09:50,334.00,334.00,334.00,334.00,200,66800
2017-06-19,09:45,334.00,334.00,334.00,334.00,1200,400800
2017-06-19,09:40,,,,,0,0
2017-06-19,09:35,,,,,0,0
2017-06-19,09:30,,,,,0,0
2017-06-19,09:25,,,,,0,0
2017-06-19,09:20,,,,,0,0
2017-06-19,09:15,333.00,333.00,333.00,333.00,100,33300
2017-06-19,09:10,,,,,0,0
2017-06-19,09:05,,,,,0,0
2017-06-19,09:00,332.00,333.00,332.00,333.00,3600,1195600
